product_name,review_body,rating,source
Barbie,"Vi uma vez. A surpresa, a graça, a emoção e o prazer de ver esse filme fez com que eu previra demorar a rever. Especialmente a surpresa. Desses filmes que como Triângulo da Tristeza e Roma de Fellini. Se eles te pegam desprevenida, se tornam memórias afetivas profundas como se você virasse criança por duas horas.",5.0,Letterboxd
Barbie,eu gosteiiiiii. não tinha como ser diferente. a critica é mt boaaa. so achei q passou mt rapido.,5.0,Letterboxd
Barbie,"Absolute joy of a movie - great soundtrack, story, and humor. Definitely best as the closer of the Barbenheimer experience",5.0,Letterboxd
Barbie,5 stars immediately because Barbie is actually my mother. She raised me and I love everything she stands for and this movie was also really so fun and satisfying for my inner child lmaooWatched in cinema with angel and Chloe,5.0,Letterboxd
Barbie,o filmezinho mongoloide,2.0,Letterboxd
Barbie,"Lowkey a lot heavier then i thought it’d be like is this a kids movie 😭 I enjoyed it though but it was very bright and sometimes hard to look at but i think that’s a good thing, kinda means there was a really good setting",3.5,Letterboxd
Barbie,It's not bad but I didn't like the story. I thought it would have references to animated films but it's just about gender roles fighting pointlessly over who's the most important. 💅🏻,2.0,Letterboxd
Avengers: Endgame,"I feel like I am the only human on earth that did not enjoy this movie. I don’t know what it is, it just was not even close to the original avengers, I know it’s totally different, and it’s the end, not the beginning, but I think one reason is, after this movie every Marvel movie pretty much started being really bad.",2.0,Letterboxd
Avengers: Endgame,Good,3.5,Letterboxd
Avengers: Endgame,fight was fireee!!! but the first part really boring…,3.5,Letterboxd
Avengers: Endgame,"I’m not saying that Avengers: Endgame represents the pinnacle of filmmaking as an art form or stands as the greatest film ever made in that aspect.But I am saying is that Endgame is one of the greatest movies ever. Give me another movie that had this much anticipation, this much payoff, this much heart, and this much box office success.I don’t think another movie will ever be able to recreate the hype and experience everyone had watching this for the first time.",5.0,Letterboxd
Avengers: Endgame,Banger last hour. Also unpopular opinion I liked the time travel bit. Sorry not sorry,4.0,Letterboxd
Avengers: Endgame,Whoever wrote Thanos’s lines was the true mvp,4.5,Letterboxd
Avengers: Endgame,Me hizo llorar como nunca por despedirme de lo que se le podría llamar “parte de mi infancia”,5.0,Letterboxd
Avengers: Endgame,the hype was worth,5.0,Letterboxd
Avengers: Endgame,Perfect,5.0,Letterboxd
Avengers: Endgame,vocês não tinham o direito de matar meu bilionário favorito.,0.5,Letterboxd
Avengers: Endgame,Steves’ whole ending still pisses me off.,2.5,Letterboxd
Avengers: Endgame,no,1.0,Letterboxd
Avengers: Endgame,tony and nat deserved better,3.0,Letterboxd
Avengers: Endgame,“See you in a minute” will forever haunt me.,5.0,Letterboxd
Avengers: Endgame,Loved that little women empowerment moment they had there,4.0,Letterboxd
Avengers: Endgame,fodase isso aqui é história do cinema e quem não gosta só quer aparecer,5.0,Letterboxd
Avengers: Endgame,"Perfection, I cried. I think I’m slowly starting to understand why people like Marvel. Amazing movie to culminate the avengers.",5.0,Letterboxd
Avengers: Endgame,Amazing,4.5,Letterboxd
Avengers: Endgame,Fizeram em 5 minutos o que demoraram o filme anterior todo.....,3.0,Letterboxd
Avengers: Endgame,What they do to hulk😭😭😭😭,5.0,Letterboxd
Avengers: Endgame,"i feel so nostalgic remembering seeing this on premiere night, it never gets old even if you know what's gonna happen",4.0,Letterboxd
Avengers: Endgame,hey where’d his beard go ☹️ oh nvm peggy’s right there,5.0,Letterboxd
Avengers: Endgame,"I loved almost everything in this except for some problems… this film is too much of a spectacle then a fitting, deserving endgame… they sacrificed a beautiful, deserving story for one big epic action scene which to some extent I can love… but there was so much more that could’ve been done to finally take these heroes we’ve come to love over the years, to honor them and to give them a good endgame. Also this movie caused some plot…",4.0,Letterboxd
Avengers: Endgame,"LOVE LOVE the time heist, hate the final battle, the moments I want to watch are 10 seconds long then it cuts away. It looks unappealing with the rock gray landscape and sky",3.0,Letterboxd
Avengers: Endgame,"10/10A powerful, emotional, and action-packed conclusion to over a decade of Marvel storytelling. It delivers satisfying character arcs, jaw-dropping moments, and fan service done right. A few pacing issues in the middle, but the epic final battle and emotional weight more than make up for it.",5.0,Letterboxd
Avengers: Endgame,"Fua wacho, que buen final.",3.5,Letterboxd
Avengers: Endgame,kinda crazy how tom holland outacted practically everybody with his two minutes of screen time,4.0,Letterboxd
Avengers: Endgame,And I am...Iron Man.,4.5,Letterboxd
Avengers: Endgame,watched it for the first time since it came out and still got me crying,4.5,Letterboxd
Avengers: Endgame,Wish that other movies had more thanos. He Deadahh had some cold ahh lines,4.5,Letterboxd
Avengers: Endgame,"(These areSPOILERSin case you've logged this movie before seeing it and didn't get the spoiler warning. )This is my 4th time watching it but I'm just now reviewing it.BEST things about this movie(in no particular order)-1. The rat that saved the universe2. Thor threatening kids on Fortnite(also""you look like melted ice cream""lol)3. Professor Hulk4. ""HAIL HYDRA""5. Nebula winning against Tony.6.""I love you x3000""7.Scott Lang. Period.…",5.0,Letterboxd
Avengers: Endgame,"The end fight had me on edge. Its literally the conclusion of all the movies I’ve watched with my family ever since I was little. Though the whole movie felt basic, that final fight was just… Yeah…",3.5,Letterboxd
Avengers: Endgame,si home,4.0,Letterboxd
Avengers: Endgame,It’s so sad when Tony and Natasha die but the movie is amazing,5.0,Letterboxd
Avengers: Endgame,"Turned to this for whimsical joy. Ended up giggling & kicking my feet, while also sobbing!",5.0,Letterboxd
Interstellar,This is a good movie don’t get me wrong. But it gets overly glazed for absolutely no reason. Social Media made this seem like it was going to change my life but in reality it was just a good movie that just happened to be in a bunch of TikTok edits. I feel like if it didn’t go mainstream it would have been a much better movie. But since I already have a preconceived notion about it from social media.…,4.0,Letterboxd
Interstellar,OH MY GOD!!!,5.0,Letterboxd
Interstellar,Absolut cinema,5.0,Letterboxd
Interstellar,Watch this on my public school issued Chromebook just how Christopher Nolan intended.,4.5,Letterboxd
Interstellar,I finally get the hype,5.0,Letterboxd
Interstellar,"My #1 movie of all time. An actual cinematic masterpiece, brought me to tears. You know a movie is good when you think about it for the next few weeks. I got to watch it in 70 MM IMAX again and it was such an experience.",5.0,Letterboxd
Interstellar,Insane movie. Went into it completely blind not knowing anything except it had to do with space and had my mind blown.,5.0,Letterboxd
Interstellar,gorg,4.0,Letterboxd
Interstellar,junge dieser film ist so ein cinematic masterpieceso fucking gut ich kann nicht mehrmurph auf die 1ich LIEBE diesen film,4.5,Letterboxd
Interstellar,i’m doing reviews now because i realized it’s weird not to.anyway stunning movie and great plot. cried.,5.0,Letterboxd
Interstellar,Watch this on repeat to fully understand,4.0,Letterboxd
Interstellar,ABSOLUTE CINEMA. Apenas isso,5.0,Letterboxd
Interstellar,"Buenísima, pero ya la gente la tiene catalogada como la mejor pinche película solo para cultos y naaa",4.0,Letterboxd
Interstellar,disorienting in the best way. I couldn’t speak in full sentences for at least ten minutes after.,5.0,Letterboxd
Interstellar,Something generational nd will never be recreated,5.0,Letterboxd
Interstellar,tô histérica q filme atemporal surreal galera,5.0,Letterboxd
Interstellar,"desafio de maio: filmes com os últimos 20 minutos mais malucosé muito doido como já se passaram mais de dez anos desse filme, todos os atores envelheceram, mas o timothe chalala e a anne hathaway parece que gravaram suas cenas na semana passadaisso, nem murphy, nem nenhuma outra lei, explica!acho que já falei isso aqui milhares de vezes. mas vou falar de novo. eu não gosto muito de filmes com temáticas espaciais“interstellar” não é muito diferente…",3.0,Letterboxd
Interstellar,Yeah it’s good think I’m biased against it because of hype,4.0,Letterboxd
Interstellar,Try not to ruin your friends’ viewing experience with your sobbing challenge (impossible),5.0,Letterboxd
Interstellar,"um filme que te deixa completamente fora da realidade, tudo completamente muito bem feito, e a cinematografia dele é maravilhosa! vale a pena assistir, e o final é lindo. um filme que também assistiria mais de uma vez.",5.0,Letterboxd
Interstellar,This little manoeuvre is going to cost us 169 minutes,4.0,Letterboxd
Interstellar,"tinha esquecido o quanto eu senti (ainda sinto) raiva assistindo interestelar, mas até que eu gosto, é lindo",4.5,Letterboxd
Interstellar,Yasss fetch the bolt cutters,5.0,Letterboxd
Interstellar,"Ground Control to Major TomGround Control to Major TomTake your protein pills and put your helmet onGround Control to Major Tom (ten, nine, eight, seven, six)Commencing countdown, engines on (five, four, three, two)Check ignition and may God's love be with you (one, lift off)This is Ground Control to Major TomYou've really made the gradeAnd the papers want to know whose shirts you wearNow it's time to leave the capsule if you…",5.0,Letterboxd
Interstellar,"All time fav. For a space nerd whose Dad worked on the Space Shuttle program, it gives me all the feels 🤩",5.0,Letterboxd
Interstellar,"Perfect, I don't know how to explain it, but when I watched the movie, it doesn't feel real but is perfect, just perfect",5.0,Letterboxd
Interstellar,i can’t remember when i finished this but it was so good,5.0,Letterboxd
Interstellar,Love can’t be the answer brooo,4.0,Letterboxd
Interstellar,this shit is insane,5.0,Letterboxd
Interstellar,I basically wanted to see Timmy and first 20 mins were alright but I have zero desire to finish this space movie.,0.5,Letterboxd
Interstellar,Best astronout movie,4.0,Letterboxd
Interstellar,just masterpiece,5.0,Letterboxd
Interstellar,So overated💔,3.0,Letterboxd
Interstellar,This movie is perfect an absolute masterpiece by Christopher Nolan the graphics were so far ahead of its time that I questioned if I was even watching the right movie the storyline is perfect there is not a single bad thing about this movie.,5.0,Letterboxd
Interstellar,"Tiene una trama interesante, es entendible aún en la complejidad de sus temas y unas actuaciones de lujo.",5.0,Letterboxd
Interstellar,"I finally got around to watching Interstellar, and I can see why it’s held in such high regard. It’s a slow burn, but the pacing is deliberate and pays off with a powerful and unexpected finale. The visuals are stunning—cinematography that captures both the vastness of space and the intimacy of human emotion. Hans Zimmer’s score is absolutely haunting and elevates the tension and awe throughout the film.If I had one critique, it would be the overuse of spinning…",4.5,Letterboxd
The Dark Knight,they don’t make good dc movies like this anymore😔,5.0,Letterboxd
The Dark Knight,Nah this is better lol,5.0,Letterboxd
The Dark Knight,peut-être le meilleur film d'action de tous les temps?,5.0,Letterboxd
The Dark Knight,"started watching this high with barbie and actually could not understand anything, but upon rewatch, this was really good. I finally get the whole Heath Ledger joker hype, and I'm really excited to watch the third",4.5,Letterboxd
The Dark Knight,He infact is the Joker baby,5.0,Letterboxd
The Dark Knight,my favorite movie ever made. “You either die a hero or live long enough to see yourself become the villain.”,5.0,Letterboxd
The Dark Knight,"não sou muito fã da DC e muito menos dos filmes do batman, mas esse filme é MUITO bom. o filme era pra ser do batman mas quem rouba a cena é o coringa, completamente. o ator do coringa entrega tudo e um pouco mais ainda! muito bom mesmo",4.0,Letterboxd
The Dark Knight,Really good live this joker okay,4.0,Letterboxd
The Dark Knight,Ledgers great!Script definitely feels like it belongs in a comic book (derogatory)Pacing is actually horrendous imo 😶Remember not being crazy about this as a kid surprised to see I’m still not crazy about this,3.0,Letterboxd
The Dark Knight,batman n joker situationship final boss,4.0,Letterboxd
The Dark Knight,Holy honk shooJoker performance carries,1.5,Letterboxd
The Dark Knight,heath ledger is one of the greatest losses in film (and society's) history,4.0,Letterboxd
The Dark Knight,deserves everything it gets for the iconic quotes alone.,4.0,Letterboxd
The Dark Knight,heath ledger you will ALWAYS be famous,5.0,Letterboxd
The Dark Knight,"Peliculon mi película favorita de toda mi vida, está buenarda",5.0,Letterboxd
The Dark Knight,I will never forget Heath Ledger's performance!!Batman: Then why do you want to kill me?The Joker starts laughing.Joker: I don't wanna kill you. What would I do without you? Go back to ripping off mob dealers? No. No. No! No you- you complete me!,4.5,Letterboxd
The Dark Knight,genuinely in shock,4.5,Letterboxd
The Dark Knight,Comfort movie,5.0,Letterboxd
The Dark Knight,homoerotic subtext,4.5,Letterboxd
The Dark Knight,"This movie has always been lauded by comic book fans and movie goers alike and it’s just fine for me. I’ve already gone into detail on why I don’t care for Nolan’s Batman and that these movies don’t focus on what’s important to me in a Batman movie. This movie still focuses a bit on the dichotomy of Bruce Wayne and Batman, but it gives a lot of focus to the villains, but it almost feels like too much in…",4.0,Letterboxd
The Dark Knight,i don’t like batman,4.0,Letterboxd
The Dark Knight,Sa frôle l'absolute cinema,4.0,Letterboxd
The Dark Knight,nobody:me: “this is the one where heath ledger dances on the bleachers right?”,5.0,Letterboxd
The Dark Knight,I honestly liked it better this time than last time. I thought this movie was better then as a kid. The movie was so intresting just wish we got more villans and maybe one more movie after this one.,4.0,Letterboxd
The Dark Knight,batman does the patriot actjoker does asmr and maid cosplayscarecrow does not nearly enough screen time,3.5,Letterboxd
The Dark Knight,97,5.0,Letterboxd
The Dark Knight,🦇,5.0,Letterboxd
The Dark Knight,Totally carries the team when it comes to DC films. Oozes coolness and deserves the ooohs and ahhhs when it comes to the special effects and portrayal of Joker.,4.5,Letterboxd
The Dark Knight,O melhor coringa de todos os tempos 👏🏻👏🏻👏🏻,4.0,Letterboxd
The Dark Knight,Harvey just die a hero bruh it’s not that hard,5.0,Letterboxd
The Dark Knight,"Rip jonklerIncredible film, my favorite version of Batman on the big screen. Also the best version of Joker.",5.0,Letterboxd
The Dark Knight,What can I say right? Why Heath Ledger has to go man? That makes the movie sad to me.9.5/10,4.0,Letterboxd
The Dark Knight,"Lowk I was kinda disappointed, but like it was still really good.Heath Ledger is of course amazing, I just think the movie’s story was too nonlinear and it just felt things were happening because “you wouldn’t see this coming.”Overall though it’s extremely quotable and interesting just it can drag.",4.0,Letterboxd
The Dark Knight,All Time Top 3,5.0,Letterboxd
The Dark Knight,"I remember liking this wayyy more the first time I watched it, also, why was the audio so damn loud in the theater 😭 still great though!",4.5,Letterboxd
Inception,rewatched so many times,5.0,Letterboxd
Inception,What if you dreamed in your dream and then you dreamed and then your mom in your dream dreamed,3.5,Letterboxd
Inception,All this was fake,4.0,Letterboxd
Inception,linha do tempo confusa 3 horas de duração cillian murphy e michael caine… this is nolan!!!,5.0,Letterboxd
Inception,"slk me arrepiei tudo quando o dicaprio encontrou o saito lá embaixo, pqp cinema puro..as lutas sem gravidade com o joseph foram todas mt boas, adorei, queria que tivesse tido mais.todo o conceito do filme é muito massa, fiquei interessada no que mais esse universo pode oferecer.e to passada que o cillian murphy era lindo msm pqp.. sempre ouvi dizer mas nunca tinha enxergado",4.5,Letterboxd
Inception,(7.4/10),3.0,Letterboxd
Inception,“I’m like Inception I play with your brain” ~ Mr. Worldwide,4.5,Letterboxd
Inception,"It was an interesting concept but I feel like it could have been done a bit better, I was confused most of the time. Acting and cinematography was really good tho",3.5,Letterboxd
Inception,Can’t stop watching once you turn it on.,5.0,Letterboxd
Inception,Childhood classic; was always like this was the best mind bending movie “needs watch again and again to understand” lol,4.5,Letterboxd
Inception,BRIGIDOOOOOOOOOOO,4.0,Letterboxd
Inception,Dunk him,4.0,Letterboxd
Inception,"Definitely sniffed it's own farts here and there, but for the most, I had a pretty fun time watching this!",3.5,Letterboxd
Inception,It is good the first time second time around you get sleepy,3.0,Letterboxd
Inception,wowee,4.5,Letterboxd
Inception,"Buenísima!!!, Cada q la veo le entiendo q algo nuevo 🙌🏻, elenco: 10/10 😍.",5.0,Letterboxd
Inception,This is one of the best movies ever made. It’s top 10 for me. The amount of craftsmanship that went into this is amazing. The story is smart and intriguing right from the start. The heist within a dream idea is just so goddamn amazing how they pull it off here. The dream itself and how off kilter it all is. The shit between Cobb and his wife who he is suspected of killing. The whole thing is just goddamn perfect. It doesn’t get much better than this.,5.0,Letterboxd
Inception,"Don't you want to take a leap of faith? Or become an old man, filled with regret, waiting to die alone!",4.5,Letterboxd
Inception,Good asl,4.0,Letterboxd
Inception,"início confuso, mas depois um filme maravilhoso. se conectarem através de sonhos podendo viver uma realidade diferente porque podem controlar é genial.",5.0,Letterboxd
Inception,soundtrack hits different + shoutout to this ensemble cast,5.0,Letterboxd
Inception,naming her ariadne might have been a little on the nose…,3.5,Letterboxd
Inception,تابعته مع فارس رهيب و البلوت حقاته و الشرح والفكرة جميله وغريبه واحب مواضيع الاحلام والعقل انا,3.5,Letterboxd
Inception,k.,3.0,Letterboxd
Inception,i’m really stressed out,4.0,Letterboxd
Inception,i’ve watched this movie like 3 times and i still don’t get it. 10/10.,5.0,Letterboxd
Inception,Nolan doing to much sometimes,3.5,Letterboxd
Inception,galera é bom mesmo,4.0,Letterboxd
Inception,Love love love the concept and the need of paying attention to little details. Such a fun watch!,5.0,Letterboxd
Inception,"I was confused, and don't necessarily fancy watching it again.",3.0,Letterboxd
Inception,"Such a wonderful film. The music will never, ever exit my mind, and the story is so tragically beautiful, it has me in tears every time. Everything about it is top-tier, there is not a single thing I would change.",5.0,Letterboxd
Inception,Christopher Nolan knows how to make my brain hurt.Audio Commentarywww.itzsonny.comVideo Essayyoutube.com/@ItzSonnyBoy,5.0,Letterboxd
Inception,"wow, realmente espeluznante, ok empiezo : arthur y eames mi nuevo shippie, sería un excelente enemies to lovers, mentira o no?, ""cillian siempre haciendo un excelente trabajo mi hombrecito te amooooo"", leo gracias por existir eres tan condiciado, podría decir ""una película tan hermosamente onírica, con actores tan intérpretes que te hacen cuestionar, al igual que la introspección que nolan magistralmente evoca""bueno y aquí es donde pienso,¿qué es real y qué es un sueño?.",5.0,Letterboxd
Inception,cinema,5.0,Letterboxd
Inception,Mid,3.0,Letterboxd
Parasite,no entendí,2.0,Letterboxd
Parasite,"Ahh stairs, must be important",4.0,Letterboxd
Parasite,oh my god. OH MY GOD. i will never forget watching this ever in my life i think.,5.0,Letterboxd
Parasite,bãocrítica fodao capitalismo é uma merda e é isso,4.0,Letterboxd
Parasite,years ago i had a tapeworm called Bong Joon Ho. I named him after the director of this movie. He died and now I'm sad.,0.5,Letterboxd
Parasite,Esse filme é tão bom que a dublagem horrorosa que eu vi na TV não o estragou.,5.0,Letterboxd
Parasite,Good,4.0,Letterboxd
Parasite,"hm film inituh tipe film yang selama nontonnya bikin gak nyaman bro, kaya degdegan gitu terus vibes filmnya kayak dingin gitu 😶‍🌫️ pokoknya bagus nonton aja wakakak",5.0,Letterboxd
Parasite,"Really liked the movie, performance were amazing, and the overhaul story was really good and great how well it was directed",4.0,Letterboxd
Parasite,"Jesus, what a movie.",5.0,Letterboxd
Parasite,القصة غريبه بس بسيطه اكثر شي عجبني التصوير والعمل الجماعي بالعائلة 3.8/5,3.5,Letterboxd
Parasite,Yeah extremely good,5.0,Letterboxd
Parasite,"Histoire incroyable ,mais fin légèrement décevante . Le come up me donnait envie de voir une final choquante 😭",3.5,Letterboxd
Parasite,caralho.,4.5,Letterboxd
Parasite,Absolute cinéma.j’en ai marre de mettre de trop bonnes notes mais comment mettre en dessous de 5 à ça srx,5.0,Letterboxd
Parasite,"Lovely depiction of class inequality. Never got bored. Liked the contrast of really bleak basement scenes and bright, wealthy picnic bloodbath.",4.0,Letterboxd
Parasite,oh wow,4.5,Letterboxd
Parasite,not at all what I thought this movie was about,4.0,Letterboxd
Parasite,"Such a good movie, it keeps you on the edge of your seat at all times. I hope this gets remembered as a must see for a very long time. One of my favorites",5.0,Letterboxd
